id,lab,casenumber,agency,agency2,collectiondate,datereceived,datecompleted,waterbody,sitename,sitedescription,gnisid,latitude,longitude,datum,watertemp,elevation,statename,county,huc,hucname,commonname,species,speciescode,itistsn,numbercollected,collectionmethod,specimen,numbertested,pathogentested,prelimassay,prelimpoolstested,prelimpoolsdetected,corrobassay,corrobpoolstested,corrobpoolsdetected,pathogendetected
3044823,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,6,,Not Applicable,,,None
3044824,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,6,,Not Applicable,,,None
3044825,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,6,,Not Applicable,,,None
3044826,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,6,,Not Applicable,,,None
3044827,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,6,,Not Applicable,,,None
3044828,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,6,,Not Applicable,,,None
3044829,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,6,,Not Applicable,,,None
3044830,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,6,,Not Applicable,,,None
3044831,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Gill/Spleen/Kidney,11,Viral Hemorrhagic Septicemia Virus,Epithelial papillima of Common Carp - 15C,6,,Not Applicable,,,None
3044832,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,11,,Not Applicable,,,None
3044833,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,11,,Not Applicable,,,None
3044834,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,11,,Not Applicable,,,None
3044835,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,11,,Not Applicable,,,None
3044836,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Citrobacter freundii,Brain-Heart Infusion Agar Culture,11,,Not Applicable,,,None
3044837,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,11,,Not Applicable,,,None
3044838,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,11,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,11,,Not Applicable,,,None
3044839,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Kidney,4,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,4,4,Polymerase Chain Reaction (Rsal-P3M21),4,,None
3044840,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Cranial Elements,11,Myxobolus cerebralis,Pepsin/Trypsin Digest,6,,Not Applicable,,,None
3044841,Lower Columbia River Fish Health Center,LO2011-132,U.S. Fish & Wildlife Service,Columbia Fisheries Resource Office,8/3/2011,8/3/2011,6/14/2012,Eagle Creek,,downstream of fish hatchery,1120258,45.2767,-122.2056,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,steelhead,Oncorhynchus mykiss,STT,161989,11,Electro shocking,Hind-Gut,11,Ceratomyxa shasta,Wet Mount of Posterior Intestine,6,,Not Applicable,,,None
3044842,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3044843,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3044844,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3044845,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3044846,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,1,,Not Applicable,,,None
3044847,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3044848,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3044849,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3044850,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Gill/Spleen/Kidney,1,Viral Hemorrhagic Septicemia Virus,Epithelial papillima of Common Carp - 15C,1,,Not Applicable,,,None
3044851,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3044852,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3044853,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3044854,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3044855,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Citrobacter freundii,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3044856,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3044857,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Kidney,1,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3044858,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Cranial Elements,1,Myxobolus cerebralis,Pepsin/Trypsin Digest,1,,Not Applicable,,,None
3044859,Lower Columbia River Fish Health Center,LO2011-136,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9867,-118.3883,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,1,Electro shocking,Hind-Gut,1,Ceratomyxa shasta,Wet Mount of Posterior Intestine,1,,Not Applicable,,,None
3044860,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3044861,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3044862,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3044863,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3044864,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,2,,Not Applicable,,,None
3044865,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,2,,Not Applicable,,,None
3044866,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,2,,Not Applicable,,,None
3044867,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,2,,Not Applicable,,,None
3044868,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Gill/Spleen/Kidney,10,Viral Hemorrhagic Septicemia Virus,Epithelial papillima of Common Carp - 15C,2,,Not Applicable,,,None
3044869,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,10,,Not Applicable,,,None
3044870,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,10,,Not Applicable,,,None
3044871,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,10,,Not Applicable,,,None
3044872,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,10,,Not Applicable,,,None
3044873,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Citrobacter freundii,Brain-Heart Infusion Agar Culture,10,,Not Applicable,,,None
3044874,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,10,,Not Applicable,,,None
3044875,Lower Columbia River Fish Health Center,LO2011-138,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,,,,45.9927,-118.4006,WGS84,16.2,,Oregon,Umatilla County,17070102,Walla Walla,rainbow trout,Oncorhynchus mykiss,RBT,161989,10,Electro shocking,Kidney,10,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,10,,Not Applicable,,,None
3044878,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Infectious Hematopoietic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,3,,Not Applicable,,,None
3044879,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Infectious Pancreatic Necrosis Virus,Chinook Salmon Embryo Cell Line - 15C,3,,Not Applicable,,,None
3044880,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Oncorhynchus Masou Virus,Chinook Salmon Embryo Cell Line - 15C,3,,Not Applicable,,,None
3044881,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Viral Hemorrhagic Septicemia Virus,Chinook Salmon Embryo Cell Line - 15C,3,,Not Applicable,,,None
3044882,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Infectious Salmon Anemia Virus,Chinook Salmon Embryo Cell Line - 15C,3,,Not Applicable,,,None
3044883,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Infectious Hematopoietic Necrosis Virus,Epithelial papillima of Common Carp - 15C,3,,Not Applicable,,,None
3044884,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Infectious Pancreatic Necrosis Virus,Epithelial papillima of Common Carp - 15C,3,,Not Applicable,,,None
3044885,Lower Columbia River Fish Health Center,LO2011-139,U.S. Fish & Wildlife Service,Columbia River Fisheries Program Office,8/22/2011,8/22/2011,,,Lauren Blackman's property,,,45.9991,-118.4025,WGS84,,,Oregon,Umatilla County,17070102,Walla Walla,brook trout,Salvelinus fontinalis,BKT,162003,13,Electro shocking,Gill/Spleen/Kidney,13,Oncorhynchus Masou Virus,Epithelial papillima of Common Carp - 15C,3,,Not Applicable,,,None
